15.505625,14.765,1.510842946
15.5084714,14.81242,1.392629824
15.5170106,14.85984,1.279223406
15.5312426,14.90726,1.173017703
15.55116741,14.95468,1.0147164
15.58063903,15.0021,0.827526647
15.62422291,15.04952,0.725761775
15.6776651,15.09694,0.678035985
15.73654135,15.14436,0.669743956
15.79642738,15.19178,0.698492827
15.8528989,15.2392,0.772772897
15.90153166,15.28662,0.916522662
15.93790137,15.33404,1.143982768
15.95946656,15.38146,1.26289456
15.97454686,15.42888,1.357947825
15.98479537,15.4763,1.45644086
15.99024187,15.52372,1.556578563
15.99091612,15.57114,1.656378145
15.9868479,15.61856,1.753896055
15.97806696,15.66598,1.847444019
15.96460308,15.7134,1.935379791
15.94650548,15.76082,2.002202515
15.92467692,15.80824,2.053935992
15.8998,15.85566,2.098591086
15.87215611,15.90308,2.136822002
15.8420266,15.9505,2.169243294
15.80969283,15.99792,2.196404476
15.77543617,16.04534,2.218779184
15.73953798,16.09276,2.236762798
15.70227962,16.14018,2.250674443
15.66394245,16.1876,2.260760801
15.62480785,16.23502,2.267200209
15.58515716,16.28244,2.270106165
15.54527176,16.32986,2.269529776
15.50543301,16.37728,2.265460911
15.46592226,16.4247,2.25782797
15.42702089,16.47212,2.278272168
15.38646971,16.51954,2.351405549
15.33950173,16.56696,2.434273344
15.28403184,16.61438,2.524893163
15.21714306,16.6618,2.596334834
15.13896955,16.70922,2.646518427
15.05114234,16.75664,2.682168385
14.95529245,16.80406,2.707319064
14.85305091,16.85148,2.724434168
14.74604876,16.8989,2.735009206
14.63591703,16.94632,2.739895573
14.52428674,16.99374,2.740478499
14.50166667,17.00333333,3.141592654
14.23833333,17.00333333,-2.740478252
14.21578402,16.99377,-2.73989729
14.10417673,16.94636,-2.735016541
13.994066,16.89895,-2.724450103
13.88708181,16.85154,-2.707347699
13.78485417,16.80413,-2.682215758
13.68901307,16.75672,-2.64659395
13.60118851,16.70931,-2.596453926
13.52301049,16.6619,-2.525082275
13.456109,16.61449,-2.434485177
13.40062702,16.56708,-2.351614555
13.35364931,16.51967,-2.278441558
13.31309278,16.47226,-2.257799106
13.2742019,16.42485,-2.265441885
13.23470102,16.37744,-2.269521758
13.19487131,16.33003,-2.270110488
13.15499397,16.28262,-2.267218419
13.11535018,16.23521,-2.260794711
13.07622113,16.1878,-2.25072619
13.03788799,16.14039,-2.236834914
13.00063196,16.09298,-2.218874666
12.96473421,16.04557,-2.19652687
12.93047594,15.99816,-2.169396772
12.89813833,15.95075,-2.137011433
12.86800257,15.90334,-2.098822065
12.84034983,15.85593,-2.054214804
12.8154613,15.80852,-2.002535975
12.79361818,15.76111,-1.935885184
12.77549694,15.7137,-1.848029845
12.76200588,15.66629,-1.754532249
12.7531956,15.61888,-1.657056393
12.74909583,15.57147,-1.557287164
12.74973634,15.52406,-1.457165818
12.75514687,15.47665,-1.358674451
12.76535717,15.42924,-1.263609167
12.78039699,15.38183,-1.145538811
12.80186867,15.33442,-0.918085869
12.83811314,15.28701,-0.773634922
12.88665186,15.2396,-0.698912839
12.94306335,15.19219,-0.669830226
13.00292614,15.14478,-0.677797288
13.06181874,15.09737,-0.725111688
13.11531969,15.04996,-0.826234662
13.1590075,15.00255,-1.012685764
13.18860654,14.95514,-1.176197969
13.20834998,14.90773,-1.287324392
13.22216132,14.86032,-1.403050694
13.23018959,14.81291,-1.52033932
13.23258379,14.7655,-1.635898236
13.22949294,14.71809,-1.746703987
13.22106606,14.67068,-1.850425078
13.20745216,14.62327,-1.945614766
13.18880026,14.57586,-2.113871762
13.16018274,14.52845,-2.331702014
13.11504004,14.48104,-2.443107362
13.05857956,14.43363,-2.491173876
12.99626893,14.38622,-2.494120614
12.9335758,14.33881,-2.452998206
12.87596779,14.2914,-2.352439114
12.82891254,14.24399,-2.150402357
12.79787769,14.19658,-1.819674361
12.78582858,14.14917,-1.680248313
12.78061864,14.10176,-1.592394439
12.77959451,14.05435,-1.509094253
12.78252353,14.00694,-1.431450549
12.789173,13.95953,-1.360147093
12.79931027,13.91212,-1.295489339
12.81270265,13.86471,-1.237482992
12.82911747,13.8173,-1.185923037
12.84832205,13.76989,-1.140474867
12.87008372,13.72248,-1.100738956
12.89416981,13.67507,-1.066297604
12.92034763,13.62766,-1.036746027
12.94838452,13.58025,-1.011711404
12.97804779,13.53284,-0.990863436
13.00910478,13.48543,-0.97391934
13.04132281,13.43802,-0.960645465
13.0744692,13.39061,-0.950857068
13.10831128,13.3432,-0.944417257
13.14261637,13.29579,-0.941235771
13.1771518,13.24838,-0.941267976
13.21168489,13.20097,-0.944514325
13.24598298,13.15356,-0.95102036
13.27981337,13.10615,-0.960877268
13.3129434,13.05874,-0.905261403
13.35016082,13.01133,-0.780575306
13.39803035,12.96392,-0.694643848
13.45493327,12.91651,-0.613380865
13.52228054,12.8691,-0.544517084
13.60056829,12.82169,-0.495680249
13.68824984,12.77428,-0.460675804
13.78377852,12.72687,-0.435737579
13.88560766,12.67946,-0.418536158
13.9921906,12.63205,-0.407636543
14.10198066,12.58464,-0.402201441
14.21343117,12.53723,-0.401187242
14.23833333,12.52666667,0
14.50166667,12.52666667,0.401114155
14.52428674,12.53626,0.40169708
14.63591703,12.58368,0.406583447
14.74604876,12.6311,0.417158486
14.85305091,12.67852,0.434273589
14.95529245,12.72594,0.459424269
15.05114234,12.77336,0.495074226
15.13896955,12.82078,0.54525782
15.21714306,12.8682,0.61669949
15.28403184,12.91562,0.707319309
15.33950173,12.96304,0.790187105
15.38646971,13.01046,0.863320486
15.42702089,13.05788,0.883764683
15.46592226,13.1053,0.876131743
15.50543301,13.15272,0.872062878
15.54527176,13.20014,0.871486489
15.58515716,13.24756,0.874392445
15.62480785,13.29498,0.880831853
15.66394245,13.3424,0.890918211
15.70227962,13.38982,0.904829855
15.73953798,13.43724,0.922813469
15.77543617,13.48466,0.945188178
15.80969283,13.53208,0.97234936
15.8420266,13.5795,1.004770652
15.87215611,13.62692,1.043001567
